MEMBER_NO,AGE_GROUP,SEX_CCD,HM_ZPN
Z4933296771ST,40th,M,36645
Z4933299831ST,40th,F,135805
Z4934262261ST,40th,F,7210
Z4943275261ST,40th,M,24452
Z4953222151ST,40th,F,1614
Z4953243681ST,40th,F,137795
Z4963231921ST,40th,M,44694
Z4963290911ST,40th,M,2858
Z5013217831ST,40th,M,58566
Z5013289311ST,40th,F,16828
Z5014223671ST,40th,F,26422
Z5014274811ST,40th,M,62323
Z5023236831ST,40th,M,18445
Z5024245291ST,40th,M,135941
Z5024252241ST,40th,M,38067
Z5024270161ST,40th,F,10476
Z5024271021ST,40th,M,1429
Z5024284641ST,40th,F,28795
Z5024286491ST,40th,F,21384
Z5034243381ST,40th,M,3601
Z5034259991ST,40th,F,4739
Z5034286811ST,40th,F,3952
Z5034293851ST,40th,F,28541
Z5043265501ST,40th,F,6649
Z5044216091ST,40th,F,17327
Z5044247141ST,40th,F,4763
Z5044255701ST,40th,M,4109
Z5044283781ST,40th,F,17578
Z5044290211ST,40th,F,14920
Z5044299301ST,40th,F,4763
Z5053224891ST,40th,M,17922
Z5073247051ST,40th,M,27478
Z5073258891ST,40th,M,28503
Z5073260521ST,40th,F,5213
Z5073292621ST,40th,F,21094
Z5114271181ST,40th,F,13604
Z5114286681ST,40th,M,18121
Z5133278861ST,40th,M,50572
Z5143260401ST,40th,F,13599
Z5143295371ST,40th,M,24271
Z5144214561ST,40th,M,13924
Z5144221761ST,40th,F,6237
Z5144242191ST,40th,M,5023
Z5144243261ST,40th,M,38131
Z5153235191ST,40th,M,51498
Z5154219541ST,40th,F,18472
Z5154235821ST,40th,F,3782
Z5154272231ST,40th,F,21577
Z5173228031ST,40th,M,7020
Z5173233391ST,40th,M,8036
Z5173258121ST,40th,M,16881
Z5173285061ST,40th,M,7429
Z5173294551ST,40th,M,46302
Z5204235921ST,40th,F,33452
Z5204282761ST,40th,F,16671
Z5204298481ST,40th,F,14424
Z5213222921ST,40th,F,6034
Z5213280891ST,40th,F,10413
Z5223283891ST,40th,F,22222
Z5224220871ST,40th,F,1838
Z5224222441ST,40th,F,3407
Z5224277281ST,40th,M,28795
Z5233243121ST,40th,F,18322
Z5233253861ST,40th,M,2087
Z5234244731ST,40th,M,6511
Z5234260321ST,40th,F,5021
Z5234269251ST,40th,F,15496
Z5234280161ST,40th,F,5029
Z5244219901ST,40th,F,4974
Z5253210941ST,40th,M,13926
Z5253213111ST,40th,M,131791
Z5253215751ST,40th,M,55364
Z5253218391ST,40th,F,17938
Z5253218851ST,40th,F,5243
Z5253221531ST,40th,M,17035
Z5253225321ST,40th,M,14126
Z5253255501ST,40th,F,21319
Z5263245521ST,40th,F,16223
Z5263296481ST,40th,F,15873
Z5273257301ST,40th,M,13604
Z5273284201ST,40th,M,44218
Z5304212071ST,40th,F,6917
Z5304216531ST,40th,M,14540
Z5304270531ST,40th,F,12124
Z5304274581ST,40th,M,10294
Z5304277191ST,40th,F,16042
Z5314210781ST,40th,F,28038
Z5314282911ST,40th,M,18460
Z5314285651ST,40th,F,463717
Z5314295281ST,40th,F,4709
Z5323215871ST,40th,M,28781
Z5323269211ST,40th,M,16214
Z5323272541ST,40th,M,38556
Z5323279151ST,40th,F,6266
Z5324230931ST,40th,M,16496
Z5324256561ST,40th,M,7339
Z5324269251ST,40th,M,3760
Z5333275231ST,40th,M,7679
Z5334225241ST,40th,M,18419
Z5334229891ST,40th,F,14032
Z5334287151ST,40th,F,18313
Z5343278931ST,40th,M,6229
Z5343280951ST,40th,M,26220
Z5344226391ST,40th,F,31415
Z5344228591ST,40th,F,50837
Z5344268701ST,40th,F,3641
Z5344299531ST,40th,F,8701
Z5353223301ST,40th,M,13972
Z5353232841ST,40th,F,5322
Z5353233181ST,40th,M,44416
Z5353235111ST,40th,F,38167
Z5353246171ST,40th,F,6505
Z5353255001ST,40th,M,27178
Z5353260971ST,40th,M,10375
Z5353261931ST,40th,F,16512
Z5353280201ST,40th,M,4753
Z5353298731ST,40th,F,17356
Z5363234921ST,40th,M,14406
Z5363295971ST,40th,M,5526
Z5373228931ST,40th,F,6139
Z5373244961ST,40th,M,34802
Z5404216961ST,40th,M,1859
Z5404228181ST,40th,M,17779
Z5404258431ST,40th,M,6930
Z5404279001ST,40th,F,28753
Z5414215471ST,40th,M,16857
Z5414234351ST,50th,M,62029
Z5414249231ST,50th,M,2806
Z5414250781ST,40th,F,31184
Z5414253741ST,50th,M,6321
Z5414261791ST,50th,M,12747
Z5414269411ST,40th,F,6981
Z5414270711ST,50th,M,21967
Z5423237241ST,50th,M,31184
Z5423250291ST,40th,F,44645
Z5423280211ST,50th,M,34313
Z5424219101ST,40th,F,7643
Z5424245181ST,50th,M,24413
Z5424292151ST,40th,F,5025
Z5424297981ST,50th,M,14400
Z5433228961ST,50th,M,1189
Z5434212621ST,50th,M,54163
Z5434214071ST,50th,M,5281
Z5434221321ST,50th,M,26324
Z5434231351ST,40th,F,3760
Z5434234981ST,40th,F,22143
Z5434237901ST,50th,M,24317
Z5434241211ST,40th,F,16918
Z5434244361ST,40th,F,13902
Z5434249581ST,40th,F,28476
Z5434256711ST,40th,F,16658
Z5434278311ST,50th,M,12195
Z5434283271ST,50th,M,7598
Z5434288341ST,40th,F,8563
Z5434296491ST,50th,M,24392
Z5434298341ST,40th,F,27149
Z5434298881ST,40th,F,54551
Z5443213561ST,50th,M,44029
Z5444222541ST,40th,F,58657
Z5444264731ST,50th,M,15483
Z5453218611ST,40th,F,16923
Z5453257671ST,50th,M,8788
Z5453270021ST,50th,M,34199
Z5463227231ST,40th,F,57557
Z5463231191ST,40th,F,18517
Z5472227811ST,50th,M,3311
Z5473266231ST,50th,M,59756
Z5473276391ST,40th,F,28800
Z5473289871ST,50th,M,642765
Z5504220061ST,50th,M,12934
Z5504230591ST,40th,F,1913
Z5504233161ST,40th,F,10518
Z5504243471ST,40th,F,7294
Z5504248851ST,40th,F,57780
Z5513253721ST,40th,F,7709
Z5513266471ST,40th,F,63538
Z5514211591ST,50th,M,16321
Z5514217001ST,40th,F,48083
Z5514217151ST,40th,F,18338
Z5514226741ST,40th,F,31145
Z5514247701ST,50th,M,12185
Z5514252671ST,40th,F,16509
Z5514260571ST,50th,M,16817
Z5514263911ST,40th,F,2613
Z5514274561ST,40th,F,13428
Z5514282911ST,50th,M,18445
Z5514284681ST,40th,F,18133
Z5514291561ST,40th,F,16378
Z5523214401ST,50th,M,1818
Z5524230671ST,40th,F,18379
Z5524233311ST,50th,M,58568
Z5524243221ST,50th,M,10921
Z5524260341ST,50th,M,8560
Z5524288021ST,40th,F,8843
Z5524297041ST,50th,M,24280
Z5534218031ST,40th,F,10508
Z5534219621ST,40th,F,3300
Z5534230161ST,50th,F,3727
Z5534231531ST,50th,F,28124
Z5534231821ST,50th,M,41472
Z5534234521ST,50th,F,6276
Z5534243851ST,50th,F,1197
Z5534246661ST,50th,F,12650
Z5534247861ST,50th,F,2569
Z5534254161ST,50th,F,3760
Z5534259051ST,50th,F,28760
Z5534260561ST,50th,F,11803
Z5534272471ST,50th,M,42605
Z5534288881ST,50th,F,5559
Z5534289121ST,50th,F,7509
Z5534292011ST,50th,F,14781
Z5534293381ST,50th,F,21523
Z5534296651ST,50th,F,6280
Z5543248521ST,50th,M,10353
Z5544213561ST,50th,M,10336
Z5544261461ST,50th,F,16550
Z5544275421ST,50th,M,28584
Z5544279451ST,50th,M,10517
Z5553251531ST,50th,F,11618
Z5563229621ST,50th,F,5011
Z5563237801ST,50th,M,15394
Z5563241211ST,50th,M,11301
Z5563286991ST,50th,M,6968
Z5563296731ST,50th,F,407720
Z5604212591ST,50th,F,8744
Z5604219431ST,50th,F,61173
Z5604230381ST,50th,M,17391
Z5604239491ST,50th,F,14126
Z5604242851ST,50th,M,14591
Z5604249631ST,50th,F,24120
Z5604255241ST,50th,F,22724
Z5604256781ST,50th,F,10372
Z5604257961ST,50th,F,15590
Z5604264731ST,50th,M,22677
Z5604272991ST,50th,F,42952
Z5604286391ST,50th,F,406716
Z5604289861ST,50th,M,24037
Z5604290191ST,50th,F,16662
Z5604292711ST,50th,M,62224
Z5613218731ST,50th,F,10357
Z5614219881ST,50th,F,16036
Z5614222901ST,50th,F,138740
Z5614225621ST,50th,M,2024
Z5614232291ST,50th,F,3727
Z5614236101ST,50th,M,28764
Z5614254201ST,50th,M,61268
Z5614266421ST,50th,F,13332
Z5614266631ST,50th,M,14207
Z5614289061ST,50th,M,1606
Z5623233761ST,50th,F,18114
Z5623253811ST,50th,M,5357
Z5623257471ST,50th,M,12032
Z5623282371ST,50th,M,58905
Z5624231001ST,50th,F,13518
Z5624245571ST,50th,F,28465
Z5624252041ST,50th,F,7979
Z5624274311ST,50th,F,3733
Z5624294991ST,50th,M,17866
Z5634213481ST,50th,M,11807
Z5634218511ST,50th,F,57040
Z5634224091ST,50th,F,26316
Z5634230121ST,50th,M,15588
Z5634231341ST,50th,F,15593
Z5634231911ST,50th,M,6086
Z5634234841ST,50th,F,11933
Z5634235401ST,50th,F,12981
Z5634235691ST,50th,F,1079
Z5634238321ST,50th,F,11945
Z5634250591ST,50th,F,24035
Z5634252051ST,50th,F,38090
Z5634253591ST,50th,F,31196
Z5634254261ST,50th,M,25246
Z5634259101ST,50th,F,10243
Z5634261681ST,50th,M,3740
Z5634267911ST,50th,M,26456
Z5634270881ST,50th,M,41430
Z5634271931ST,50th,F,3760
Z5634274481ST,50th,F,47017
Z5634277951ST,50th,F,6519
Z5634288031ST,50th,F,22375
Z5634290741ST,50th,F,16323
Z5634290771ST,50th,F,26438
Z5634298731ST,50th,F,44697
Z5643257461ST,50th,M,18385
Z5643268891ST,50th,M,8801
Z5644214781ST,50th,M,50834
Z5644215971ST,50th,M,17591
Z5644218671ST,50th,F,8302
Z5644219041ST,50th,F,15285
Z5644221881ST,50th,M,10073
Z5644222721ST,50th,F,2780
Z5644227431ST,50th,M,28415
Z5644229621ST,50th,F,32801
Z5644230691ST,50th,M,27415
Z5644232621ST,50th,M,16053
Z5644240281ST,50th,F,14576
Z5644241211ST,50th,F,27164
Z5644242281ST,50th,F,15454
Z5644249401ST,50th,M,10895
Z5644253491ST,50th,M,59661
Z5644255311ST,50th,F,2423
Z5644260181ST,50th,F,55315
Z5644263181ST,50th,F,14438
Z5644263201ST,50th,F,44115
Z5644264241ST,50th,F,21525
Z5644268111ST,50th,F,4328
Z5644269421ST,50th,M,61172
Z5644271091ST,50th,F,56171
Z5644273341ST,50th,F,11658
Z5644274021ST,50th,M,47837
Z5644276001ST,50th,F,18466
Z5644280691ST,50th,F,14957
Z5644283881ST,50th,F,22176
Z5644288101ST,50th,F,16866
Z5644295551ST,50th,F,28551
Z5653258851ST,50th,M,21073
Z5663272281ST,50th,F,8721
Z5663278451ST,50th,M,24274
Z5663288241ST,50th,F,5607
Z5704245441ST,50th,F,407801
Z5704254021ST,50th,F,5409
Z5704256511ST,50th,M,4971
Z5704266021ST,50th,F,11310
Z5704266271ST,50th,M,14620
Z5704268721ST,50th,F,21006
Z5704294661ST,50th,M,26324
Z5714213181ST,50th,F,12124
Z5714214731ST,50th,F,16676
Z5714216061ST,50th,F,21982
Z5714219931ST,50th,F,51773
Z5714220141ST,50th,F,2513
Z5714227351ST,50th,M,61024
Z5714227901ST,50th,F,21973
Z5714231731ST,50th,F,2556
Z5714232731ST,50th,F,36667
Z5714233591ST,50th,M,22815
Z5714235231ST,50th,F,14548
Z5714235531ST,50th,F,34962
Z5714235541ST,50th,M,6322
Z5714239591ST,50th,M,28117
Z5714248081ST,50th,F,16014
Z5714252081ST,50th,F,22735
Z5714252111ST,50th,F,22677
Z5714252361ST,50th,F,15017
Z5714253041ST,50th,F,1192
Z5714261231ST,50th,F,16021
Z5714264921ST,50th,M,34020
Z5714267951ST,50th,F,33008
Z5714271691ST,50th,F,412745
Z5714272731ST,50th,F,472878
Z5714272981ST,50th,M,7665
Z5714277861ST,50th,M,52639
Z5714278021ST,50th,M,16392
Z5714278231ST,50th,F,57390
Z5714279011ST,50th,F,21527
Z5714281961ST,50th,M,12110
Z5714289351ST,50th,F,16671
Z5714293611ST,50th,M,44458
Z5714295091ST,50th,F,139734
Z5714297251ST,50th,M,5269
Z5714297621ST,50th,M,7961
Z5714297881ST,50th,F,8803
Z5714299421ST,50th,F,448785
Z5724222261ST,50th,F,7011
Z5724228881ST,50th,F,34304
Z5724233761ST,50th,M,15050
Z5724237321ST,50th,M,2810
Z5724241831ST,50th,F,2066
Z5724250761ST,50th,M,27611
Z5724252801ST,50th,F,1600
Z5724255931ST,50th,M,34416
Z5724259571ST,50th,F,35257
Z5724261831ST,50th,F,15884
Z5724269211ST,50th,F,14121
Z5724272361ST,50th,F,5054
Z5724272371ST,50th,F,28696
Z5724274001ST,50th,M,7708
Z5724276561ST,50th,M,1235
Z5724278071ST,50th,F,28753
Z5724285041ST,50th,F,22175
Z5724293241ST,50th,F,3617
Z5724297691ST,50th,F,62434
Z5734225801ST,50th,F,16278
Z5734256411ST,50th,F,12271
Z5734299981ST,50th,M,18397
Z5744220061ST,50th,F,24373
Z5744226641ST,50th,M,28475
Z5744239301ST,50th,F,12566
Z5744260381ST,50th,F,31455
Z5744263361ST,50th,F,8608
Z5744269881ST,50th,F,51440
Z5744298181ST,50th,F,56191
Z5753259331ST,50th,F,36749
Z5753281881ST,50th,M,22622
Z5763219531ST,50th,F,2202
Z5763244541ST,50th,M,51197
Z5804219441ST,50th,M,8010
Z5813262051ST,50th,M,13915
Z5813283721ST,50th,M,21545
Z5814215021ST,50th,F,6712
Z5814221701ST,50th,F,14287
Z5814229181ST,50th,M,7946
Z5814243071ST,50th,M,8791
Z5814244661ST,50th,M,59441
Z5814256051ST,50th,F,39307
Z5814270111ST,50th,M,4714
Z5814273031ST,50th,F,16574
Z5814277491ST,50th,M,6962
Z5814285841ST,50th,F,62028
Z5824215401ST,50th,F,10467
Z5824215421ST,50th,M,14100
Z5824219731ST,50th,M,21049
Z5824233231ST,50th,M,331787
Z5824235921ST,50th,F,361757
Z5824249231ST,50th,M,17378
Z5824251631ST,50th,M,28439
Z5824251871ST,50th,F,138738
Z5824252521ST,50th,M,33436
Z5824257241ST,50th,F,26420
Z5824257971ST,50th,F,5118
Z5824260841ST,50th,F,15262
Z5824270201ST,50th,M,540781
Z5824271431ST,50th,M,31049
Z5824271911ST,50th,F,58649
Z5824274881ST,50th,M,28745
Z5824278451ST,50th,F,15387
Z5824283841ST,50th,M,15872
Z5824286331ST,50th,F,3906
Z5824286931ST,50th,M,15881
Z5824288001ST,50th,F,11921
Z5824288861ST,50th,M,18151
Z5824292441ST,50th,F,11605
Z5824293091ST,50th,F,15500
Z5824294901ST,50th,F,14070
Z5824295251ST,50th,F,14068
Z5824298481ST,50th,F,5822
Z5824299221ST,50th,F,56175
Z5833219951ST,50th,F,3319
Z5833229341ST,50th,F,4374
Z5833247731ST,50th,M,157765
Z5833282331ST,50th,M,47585
Z5844237901ST,50th,F,24294
Z5863210641ST,50th,F,12711
Z5863221791ST,50th,F,11493
Z5863224571ST,50th,M,61726
Z5863229371ST,50th,F,28407
Z5863236151ST,50th,F,445982
Z5863236911ST,50th,M,441708
Z5863251521ST,50th,M,5012
Z5863253351ST,50th,F,4939
Z5863270631ST,50th,M,12655
Z5863290861ST,50th,F,39021
Z5863293241ST,50th,M,31537
Z5904246011ST,50th,M,61966
Z5904261111ST,50th,M,28205
Z5913277751ST,50th,M,5796
Z5914218421ST,50th,M,11941
Z5914219221ST,50th,M,480860
Z5914232321ST,50th,M,2720
Z5914257381ST,50th,M,545764
Z5914257911ST,50th,F,12050
Z5914275311ST,50th,M,24667
Z5914276911ST,50th,F,11460
Z5914298091ST,50th,F,28584
Z5924229701ST,50th,F,22573
Z5924232191ST,50th,F,13361
Z5924248291ST,50th,M,16563
Z5924249351ST,50th,M,21377
Z5924267861ST,50th,F,336882
Z5924280731ST,50th,F,14307
Z5924290171ST,50th,F,22135
Z5933240091ST,50th,M,13456
Z5933254531ST,50th,M,21324
Z5933255551ST,50th,M,16263
Z5933298001ST,50th,M,14440
Z5934224251ST,50th,M,21321
Z5934244941ST,50th,M,22650
Z5934250541ST,50th,M,10391
Z5934296431ST,50th,M,44661
Z5943263071ST,50th,M,13615
Z5953263551ST,50th,F,7750
Z5953292981ST,50th,M,12111
Z5953294631ST,50th,F,21069
Z5963242451ST,50th,F,15538
Z5963267301ST,50th,F,12621
Z5963272271ST,50th,F,17051
Z5963281801ST,50th,F,2054
Z5963286251ST,50th,M,17327
Z5963287241ST,50th,M,28105
Z5963288231ST,50th,F,14966
Z6013212491ST,50th,M,28505
Z6013229401ST,50th,M,11148
Z6013258691ST,50th,F,24397
Z6013279341ST,50th,M,15624
Z6013285311ST,50th,M,13138
Z6014295071ST,50th,F,4129
Z6023279661ST,50th,M,21347
Z6024238501ST,50th,M,6515
Z6024269161ST,50th,M,13568
Z6024277411ST,50th,F,11455
Z6024286971ST,50th,F,13617
Z6034260131ST,50th,F,5029
Z6034271811ST,50th,F,34921
Z6034280021ST,50th,F,5029
Z6043278011ST,50th,M,39149
Z6043283331ST,50th,M,2210
Z6044218571ST,50th,F,10894
Z6044275021ST,50th,M,13176
Z6044281231ST,50th,F,6706
Z6053226831ST,50th,M,4717
Z6053271871ST,50th,M,44459
Z6054259021ST,50th,F,3777
Z6063242641ST,50th,F,7753
Z6073236771ST,50th,F,14459
Z6104264931ST,50th,F,18318
Z6113226881ST,50th,M,57791
Z6114222161ST,50th,M,44692
Z6114264201ST,50th,F,14077
Z6114280211ST,50th,M,2514
Z6114291911ST,50th,F,14540
Z6114299101ST,50th,F,11484
Z6123266231ST,50th,M,28410
Z6124228351ST,50th,M,44536
Z6124230421ST,50th,M,15593
Z6124233591ST,50th,F,14538
Z6124246791ST,50th,M,3382
Z6124295201ST,50th,M,8032
Z6133265931ST,50th,F,16849
Z6133289341ST,50th,M,28562
Z6134213451ST,50th,M,24210
Z6134215611ST,50th,M,13559
Z6134271531ST,50th,M,5834
Z6153268061ST,50th,M,3417
Z6153296211ST,50th,F,4760
Z6154223941ST,50th,M,31253
Z6154239551ST,50th,F,31253
Z6154288531ST,50th,F,464100
Z6163224141ST,50th,M,44469
Z6163249671ST,50th,M,13489
Z6163281141ST,50th,M,4751
Z6163294821ST,50th,F,14597
Z6173280431ST,50th,M,4335
Z6204228241ST,50th,M,57237
Z6204239901ST,50th,M,8810
Z6204287021ST,50th,F,8800
Z6213221191ST,50th,M,5538
Z6213268331ST,50th,M,28668
Z6213271101ST,50th,F,5363
Z6213272401ST,50th,F,18390
Z6213276441ST,50th,F,1203
Z6224250961ST,50th,M,8851
Z6224284021ST,50th,M,50322
Z6224285751ST,50th,M,16872
Z6234213851ST,50th,F,4179
Z6234240451ST,50th,F,18475
Z6234241251ST,50th,F,10415
Z6234248211ST,50th,F,12438
Z6234261241ST,50th,M,4763
Z6243271581ST,50th,M,5228
Z6243287291ST,50th,M,11932
Z6244289681ST,50th,F,21047
Z6253215811ST,50th,M,59455
Z6253217421ST,50th,M,62445
Z6253233811ST,50th,M,27011
Z6253258231ST,50th,M,3355
Z6253281421ST,50th,M,62256
Z6253281901ST,50th,M,48088
Z6253288121ST,50th,M,534834
Z6263249381ST,50th,M,15589
Z6263260261ST,50th,M,56194
Z6272279681ST,50th,F,61971
Z6273233431ST,50th,M,4712
Z6273245821ST,50th,M,24391
Z6273261961ST,50th,F,138917
Z6313223641ST,50th,M,21934
Z6314215891ST,50th,F,4309
Z6314250511ST,50th,F,21016
Z6314294761ST,50th,M,5607
Z6314295991ST,50th,M,28133
Z6323230041ST,50th,F,15031
Z6324210721ST,50th,F,4758
Z6324230041ST,50th,F,28422
Z6324295891ST,50th,M,4556
Z6333276251ST,50th,M,6284
Z6333294391ST,50th,M,5536
Z6334229441ST,50th,M,10111
Z6334278601ST,50th,F,31538
Z6334280181ST,50th,F,63545
Z6343233751ST,50th,M,17010
Z6344295261ST,50th,F,38090
Z6353211251ST,50th,F,10449
Z6353218081ST,50th,F,2839
Z6353229261ST,50th,M,5510
Z6353231331ST,50th,M,27159
Z6353232541ST,50th,F,15856
Z6353235091ST,50th,M,21621
Z6353236141ST,50th,M,14574
Z6353237271ST,50th,F,11140
Z6353248311ST,50th,M,423710
Z6353257871ST,50th,F,36028
Z6353262671ST,50th,F,28326
Z6353263371ST,50th,M,27709
Z6353275781ST,50th,M,22175
Z6353289891ST,50th,M,51317
Z6353290471ST,50th,M,5348
Z6363233981ST,50th,F,6347
Z6373224941ST,50th,M,2090
Z6373282051ST,50th,M,16208
Z6373295721ST,50th,F,38067
Z6404223301ST,50th,F,58554
Z6404244541ST,50th,F,21596
Z6404282191ST,50th,F,58702
Z6404288221ST,50th,F,13388
Z6404293761ST,50th,F,8028
Z6413211251ST,50th,M,3930
Z6413218111ST,50th,M,21559
Z6413238351ST,50th,M,8520
Z6413250321ST,50th,M,10915
Z6414212631ST,50th,M,57970
Z6414246511ST,50th,F,32432
Z6414251011ST,50th,F,13932
Z6414252031ST,50th,M,13922
Z6414288431ST,50th,M,5761
Z6423234811ST,50th,M,32623
Z6423244351ST,50th,M,31119
Z6423253591ST,50th,F,14710
Z6424256741ST,50th,F,14309
Z6424260621ST,50th,M,7036
Z6424272851ST,50th,M,5360
Z6424280471ST,50th,F,4606
Z6433218651ST,50th,F,6971
Z6434219541ST,50th,M,42118
Z6434224331ST,50th,F,12248
Z6434232941ST,50th,F,10449
Z6434240541ST,50th,F,8023
Z6434244321ST,50th,F,5078
Z6434264961ST,50th,M,28645
Z6434272661ST,50th,M,28696
Z6434283761ST,50th,M,22222
Z6434290141ST,50th,F,14046
Z6434291801ST,50th,M,15813
Z6434297201ST,50th,M,24269
Z6453244471ST,50th,M,61714
Z6453252871ST,50th,M,61167
Z6453258771ST,50th,F,58604
Z6463273551ST,50th,F,14984
Z6473210691ST,50th,F,16307
Z6473276911ST,50th,M,14069
Z6504221551ST,50th,M,6314
Z6504229211ST,50th,F,28340
Z6504238371ST,50th,F,4428
Z6504251901ST,50th,M,14459
Z6504274531ST,50th,F,36821
Z6504278461ST,50th,F,28412
Z6514210751ST,50th,M,760753
Z6514217861ST,50th,F,31251
Z6514222381ST,50th,F,6222
Z6514229991ST,50th,M,10120
Z6514247181ST,50th,M,24378
Z6514249541ST,50th,M,16488
Z6514267511ST,50th,F,14061
Z6514271081ST,50th,M,16221
Z6514294591ST,50th,M,156030
Z6523239791ST,50th,M,14442
Z6524230151ST,50th,F,3711
Z6524249111ST,50th,F,26011
Z6524252921ST,50th,F,150791
Z6524254401ST,50th,F,32240
Z6524280071ST,50th,F,14023
Z6524292891ST,50th,F,17348
Z6524293711ST,50th,M,25137
Z6524295461ST,50th,M,2598
Z6533223271ST,50th,M,13423
Z6533235551ST,50th,M,6196
Z6533282191ST,50th,M,15480
Z6534212131ST,50th,M,11773
Z6534217701ST,50th,F,12955
Z6534219631ST,50th,F,42284
Z6534224331ST,50th,F,4008
Z6534225721ST,50th,F,50633
Z6534225791ST,50th,M,31537
Z6534228911ST,50th,F,59683
Z6534230371ST,50th,M,8563
Z6534236501ST,50th,F,48092
Z6534239531ST,50th,F,7747
Z6534239931ST,50th,F,14474
Z6534244001ST,50th,M,28611
Z6534245351ST,50th,F,42965
Z6534248221ST,50th,F,13625
Z6534250071ST,50th,F,14916
Z6534252941ST,50th,F,6332
Z6534254601ST,50th,M,4588
Z6534254811ST,50th,F,50919
Z6534259291ST,50th,M,62003
Z6534261141ST,50th,F,3635
Z6534261181ST,50th,M,6031
Z6534270931ST,50th,M,10119
Z6534283761ST,50th,F,11101
Z6534287601ST,50th,M,16222
Z6534287741ST,50th,M,16335
Z6534293401ST,50th,F,8709
Z6534298241ST,50th,F,16325
Z6543265061ST,50th,F,59628
Z6544211501ST,50th,F,6321
Z6544228711ST,50th,M,28504
Z6544238361ST,50th,F,14247
Z6544245211ST,50th,F,16547
Z6544246441ST,50th,F,4309
Z6544247241ST,50th,F,24414
Z6544254441ST,50th,F,5649
Z6544255611ST,50th,F,24420
Z6544266381ST,50th,F,10411
Z6544268161ST,50th,F,8082
Z6544268491ST,50th,F,6376
Z6544274291ST,50th,F,6365
Z6544276021ST,50th,F,2725
Z6544277491ST,50th,F,7635
Z6553210781ST,50th,M,5501
Z6553220031ST,50th,F,1671
Z6553241481ST,50th,M,10304
Z6553274741ST,50th,M,8267
Z6553283901ST,50th,F,11925
Z6563235341ST,50th,F,25901
Z6563290561ST,50th,F,1472
Z6573259641ST,50th,F,16929
Z6573279461ST,50th,F,44624
Z6604210531ST,50th,M,56106
Z6604242751ST,50th,M,415774
Z6604244601ST,50th,F,1886
Z6604246681ST,50th,F,16227
Z6604248001ST,50th,M,27180
Z6604251511ST,50th,F,31099
Z6604251721ST,50th,F,22208
Z6604275821ST,50th,F,12742
Z6604285331ST,50th,M,17783
Z6604296801ST,50th,F,42200
Z6613228331ST,50th,M,11522
Z6613295191ST,50th,M,8549
Z6614212231ST,50th,M,22693
Z6614239931ST,50th,M,21082
Z6614246891ST,50th,M,44611
Z6614257231ST,50th,M,10909
Z6614275451ST,50th,F,32271
Z6614278191ST,50th,M,15821
Z6614287601ST,50th,M,4126
Z6614298871ST,50th,M,11659
Z6624230471ST,50th,F,42960
Z6624230831ST,50th,M,8853
Z6624261171ST,50th,M,13953
Z6624272881ST,50th,M,5736
Z6624274501ST,50th,F,12735
Z6624281401ST,50th,F,11616
Z6624299571ST,50th,F,28165
Z6633266491ST,50th,F,7900
Z6634223551ST,50th,M,34354
Z6634242221ST,50th,F,3074
Z6634243611ST,50th,F,8314
Z6634247421ST,50th,M,17079
Z6634259491ST,50th,M,15440
Z6634262251ST,50th,F,6346
Z6634265131ST,50th,M,51589
Z6634273501ST,50th,M,62321
Z6634281231ST,50th,F,12627
Z6634290591ST,50th,F,14640
Z6634292911ST,50th,F,28562
Z6634296091ST,50th,F,15028
Z6643263321ST,50th,M,14957
Z6644210701ST,50th,M,42468
Z6644215151ST,50th,F,26386
Z6644216891ST,50th,F,18438
Z6644221751ST,50th,M,21944
Z6644226551ST,50th,F,12098
Z6644228171ST,50th,M,4133
Z6644229761ST,50th,F,8330
Z6644232301ST,50th,M,7407
Z6644232991ST,50th,M,31539
Z6644238521ST,50th,F,12049
Z6644242731ST,50th,F,27161
Z6644245141ST,50th,M,37167
Z6644248491ST,50th,F,12771
Z6644254641ST,50th,F,17569
Z6644259241ST,50th,M,15573
Z6644272741ST,50th,F,17391
Z6644273731ST,50th,F,21408
Z6644274251ST,50th,F,2700
Z6644281431ST,50th,M,8861
Z6644286151ST,50th,F,10551
Z6644286261ST,50th,M,14576
Z6644296361ST,50th,F,13586
Z6644297091ST,50th,M,26212
Z6704213441ST,50th,M,1865
Z6704224311ST,50th,F,2501
Z6704227311ST,50th,F,10098
Z6704240191ST,50th,M,5813
Z6704243361ST,50th,M,11774
Z6704249341ST,50th,F,14581
Z6713218961ST,50th,M,13903
Z6713248661ST,50th,M,430013
Z6714210021ST,50th,F,6342
Z6714210161ST,50th,F,16839
Z6714210631ST,50th,F,6506
Z6714211181ST,50th,M,26410
Z6714218571ST,50th,F,445730
Z6714218881ST,50th,F,2804
Z6714222101ST,50th,M,6764
Z6714224831ST,50th,M,61641
Z6714231501ST,50th,F,4388
Z6714233651ST,50th,F,5409
Z6714234071ST,50th,F,6689
Z6714234311ST,50th,F,5025
Z6714234631ST,50th,F,7420
Z6714235991ST,50th,M,41192
Z6714236771ST,50th,M,16340
Z6714239991ST,50th,F,10530
Z6714241801ST,50th,M,5507
Z6714244721ST,50th,M,1095
Z6714245101ST,50th,F,15863
Z6714246591ST,50th,F,7967
Z6714251311ST,50th,M,10893
Z6714251701ST,50th,M,220884
Z6714252271ST,50th,F,423732
